Timestamp,acc.z,ext_pos.Z,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
246507,0.9996334910392761,0.0,0,0,0,0
246607,0.9989583492279053,0.0,0,0,0,0
246707,1.0011303424835205,0.0,0,0,0,0
246807,1.0014070272445679,0.0,0,0,0,0
246907,0.9989789724349976,0.0,0,0,0,0
247007,1.0002073049545288,0.0,0,0,0,0
247107,0.9989570379257202,0.0,0,0,0,0
247207,1.0014407634735107,0.0,0,0,0,0
247307,1.0009794235229492,0.0,0,0,0,0
247407,0.9998650550842285,0.0,0,0,0,0
247507,0.9999178647994995,0.0,0,0,0,0
247607,0.9987106919288635,0.0,0,0,0,0
247707,1.0016509294509888,0.0,0,0,0,0
247807,1.0004334449768066,0.0,0,0,0,0
247907,1.0021966695785522,0.0,0,0,0,0
248007,1.001471757888794,0.0,0,0,0,0
248107,0.998752236366272,0.0,0,0,0,0
248207,1.001603603363037,0.0,0,0,0,0
248307,1.000272512435913,0.0,0,0,0,0
248407,0.9998619556427002,0.0,0,0,0,0
248507,1.001288890838623,0.0,0,0,0,0
248607,1.0022245645523071,0.0,0,0,0,0
248707,0.9993264675140381,0.0,0,0,0,0
248807,1.0001583099365234,0.0,0,0,0,0
248907,0.9995158910751343,0.0,0,0,0,0
249007,1.0010701417922974,0.0,0,0,0,0
249107,1.0014060735702515,0.0,0,0,0,0
249207,0.9996466636657715,0.0,0,0,0,0
249307,0.9998998045921326,0.0,0,0,0,0
249407,1.0001918077468872,0.0,0,0,0,0
249507,1.002211570739746,0.0,0,0,0,0
249607,0.9981665015220642,0.0,0,0,0,0
249707,0.9991170763969421,0.0,0,0,0,0
249807,0.9987519383430481,0.0,0,0,0,0
249907,1.0023810863494873,0.0,0,0,0,0
250007,1.0001341104507446,0.0,0,0,0,0
250107,1.0004525184631348,0.0,0,0,0,0
250207,1.0011966228485107,0.0,0,0,0,0
250307,0.9989140033721924,0.0,0,0,0,0
250407,0.9988614320755005,0.0,0,0,0,0
250507,0.9987180233001709,0.0,0,0,0,0
250607,1.0031369924545288,0.0,0,0,0,0
250707,1.0011879205703735,0.0,0,0,0,0
250807,1.0012304782867432,0.0,0,0,0,0
250907,0.9996289610862732,0.0,0,0,0,0
251007,1.0022987127304077,0.0,0,0,0,0
251107,1.0001033544540405,0.0,0,0,0,0
251207,0.999047577381134,0.0,0,0,0,0
251307,1.0003753900527954,0.0,0,0,0,0
251407,1.0005099773406982,0.0,0,0,0,0
251507,0.9997207522392273,0.0,0,0,0,0
251607,1.0002264976501465,0.0,0,0,0,0
251707,0.9998157620429993,0.0,0,0,0,0
251807,1.001599669456482,0.0,0,0,0,0
251907,0.9985537528991699,0.0,0,0,0,0
252007,0.9999761581420898,0.0,0,0,0,0
252107,0.9972363114356995,0.0,0,0,0,0
252207,1.0026798248291016,0.0,0,0,0,0
252307,1.000093698501587,0.0,0,0,0,0
252407,0.9974968433380127,0.0,0,0,0,0
252507,0.9992151260375977,0.0,0,0,0,0
252607,0.9985435009002686,0.0,0,0,0,0
252707,0.9990959763526917,0.0,0,0,0,0
252807,1.000581979751587,0.0,0,0,0,0
252907,1.0012211799621582,0.0,0,0,0,0
253007,1.0004326105117798,0.0,0,0,0,0
253107,0.9989752173423767,0.0,0,0,0,0
253207,0.9990977048873901,0.0,0,0,0,0
253307,0.9985126852989197,0.0,0,0,0,0
253407,1.0010887384414673,0.0,0,0,0,0
253507,0.9993695616722107,0.0,0,0,0,0
253607,1.001336693763733,0.0,0,0,0,0
253707,0.9994905591011047,0.0,0,0,0,0
253807,0.9998769164085388,0.0,0,0,0,0
253907,0.9982120394706726,0.0,0,0,0,0
254007,1.0009119510650635,0.0,0,0,0,0
254107,0.9975806474685669,0.0,0,0,0,0
254207,1.0015504360198975,0.0,0,0,0,0
254307,1.000245213508606,0.0,0,0,0,0
254407,1.0009653568267822,0.0,0,0,0,0
254507,1.0005731582641602,0.0,0,0,0,0
254607,1.0012069940567017,0.0,0,0,0,0
254707,1.0018393993377686,0.0,0,0,0,0
254807,1.00192391872406,0.0,0,0,0,0
254907,1.0010766983032227,0.0,0,0,0,0
255007,0.9990672469139099,0.0,0,0,0,0
255107,1.0002555847167969,0.0,0,0,0,0
255207,1.0004997253417969,0.0,0,0,0,0
255307,1.0018819570541382,0.0,0,0,0,0
255407,0.9999121427536011,0.0,0,0,0,0
255507,0.9980175495147705,0.0,0,0,0,0
255607,0.9997851848602295,0.0,0,0,0,0
255707,0.9989652037620544,0.0,0,0,0,0
255807,0.9996997117996216,0.0,0,0,0,0
255907,0.9999410510063171,0.0,0,0,0,0
256007,1.0006020069122314,0.0,0,0,0,0
256107,1.0016957521438599,0.0,0,0,0,0
256207,0.9998003840446472,0.0,0,0,0,0
256307,1.0002872943878174,0.0,0,0,0,0
256407,0.9993553161621094,0.0,0,0,0,0
256507,1.0012524127960205,0.0,0,0,0,0
256607,0.998611569404602,0.0,0,0,0,0
256707,1.0021001100540161,0.0,0,0,0,0
256807,1.0015870332717896,0.0,0,0,0,0
256907,1.0010062456130981,0.0,0,0,0,0
257007,0.9977991580963135,0.0,0,0,0,0
257107,0.999467670917511,0.0,0,0,0,0
257207,1.0002392530441284,0.0,0,0,0,0
257307,0.9997677206993103,0.0,0,0,0,0
257407,0.9975123405456543,0.0,0,0,0,0
257507,1.0001420974731445,0.0,0,0,0,0
257607,0.9984554052352905,0.0,0,0,0,0
257707,0.9988283514976501,0.0,0,0,0,0
257807,1.0012906789779663,0.0,0,0,0,0
257907,0.9996747970581055,0.0,0,0,0,0
258007,1.0012091398239136,0.0,0,0,0,0
258107,1.000362515449524,0.0,0,0,0,0
258207,1.0008397102355957,0.0,0,0,0,0
258307,0.9983552098274231,0.0,0,0,0,0
258407,1.001156210899353,0.0,0,0,0,0
258507,1.0006661415100098,0.0,0,0,0,0
258607,0.9975948333740234,0.0,0,0,0,0
258707,1.000147819519043,0.0,0,0,0,0
258807,0.9981219172477722,0.0,0,0,0,0
258907,0.9999300241470337,0.0,0,0,0,0
259007,0.9992376565933228,0.0,0,0,0,0
259107,0.9994065761566162,0.0,0,0,0,0
259207,1.0008354187011719,0.0,0,0,0,0
259307,0.9994112253189087,0.0,0,0,0,0
259407,0.9991591572761536,0.0,0,0,0,0
259507,1.0002954006195068,0.0,0,0,0,0
259607,1.0002213716506958,0.0,0,0,0,0
259707,1.0021358728408813,0.0,0,0,0,0
259807,1.0019211769104004,0.0,0,0,0,0
259907,1.0006554126739502,0.0,0,0,0,0
260007,1.00014328956604,0.0,0,0,0,0
260107,1.0011502504348755,0.0,0,0,0,0
260207,0.9999099373817444,0.0,0,0,0,0
260307,0.9993628263473511,0.0,0,0,0,0
260407,0.9984771609306335,0.0,0,0,0,0
260507,0.9983215928077698,0.0,0,0,0,0
260607,1.0017565488815308,0.0,0,0,0,0
260707,1.001814365386963,0.0,0,0,0,0
260807,1.0032387971878052,0.0,0,0,0,0
260907,1.0004115104675293,0.0,0,0,0,0
261007,0.9988598227500916,0.0,0,0,0,0
261107,1.0009843111038208,0.0,0,0,0,0
261207,0.9995381832122803,0.0,0,0,0,0
261307,1.00123929977417,0.0,0,0,0,0
261407,0.9999583959579468,0.0,0,0,0,0
261507,1.000838041305542,0.0,0,0,0,0
261607,1.0013313293457031,0.0,0,0,0,0
261707,0.9995733499526978,0.0,0,0,0,0
261807,1.002004861831665,0.0,0,0,0,0
261907,1.0016558170318604,0.0,0,0,0,0
262007,1.0008933544158936,0.0,0,0,0,0
262107,1.00045907497406,0.0,0,0,0,0
262207,1.0015844106674194,0.0,0,0,0,0
262307,0.9988675117492676,0.0,0,0,0,0
262407,1.000591516494751,0.0,0,0,0,0
262507,0.9982807040214539,0.0,0,0,0,0
262607,1.0010238885879517,0.0,0,0,0,0
262707,1.0009407997131348,0.0,0,0,0,0
262807,0.9990760087966919,0.0,0,0,0,0
262907,1.0011411905288696,0.0,0,0,0,0
263007,0.9974879026412964,0.0,0,0,0,0
263107,1.0006510019302368,0.0,0,0,0,0
263207,0.9987415075302124,0.0,0,0,0,0
263307,1.000731348991394,0.0,0,0,0,0
263407,0.9982597231864929,0.0,0,0,0,0
263507,1.0002491474151611,0.0,0,0,0,0
263607,1.000837802886963,0.0,0,0,0,0
263707,0.998762845993042,0.0,0,0,0,0
263807,1.0012633800506592,0.0,0,0,0,0
263907,1.0005911588668823,0.0,0,0,0,0
264007,1.0007035732269287,0.0,0,0,0,0
264107,1.0020912885665894,0.0,0,0,0,0
264207,0.9996010065078735,0.0,0,0,0,0
264307,1.0006674528121948,0.0,0,0,0,0
264407,1.0019299983978271,0.0,0,0,0,0
264507,1.0009146928787231,0.0,0,0,0,0
264607,0.9991288781166077,0.0,0,0,0,0
